RFC 1350 - TFTP (Trivial File Transfer Protocol);;
1. Purpose;;
;Reading files from a remote server support.;test_false
;Writing files into a remote server support.;test_false
;Data transmission use 8-bit bytes.;test_true
;Netascii transfer mode (8 bit ascii with the modifications specified in "Telnet Protocol Specification") support.;test_false
;Octet transfer mode (raw 8 bit bytes) support.;test_false
2. Overview of the Protocol;;
;A transfer begins with a request from the client to read or write a file, which also serves to request a connection.;test_false
;If the server grants the request, the connection is opened and the file is sent in fixed length blocks of 512 bytes.;test_false
;Each data packet contains one block of data, and must be acknowledged by an acknowledgment packet before the next packet can be sent.;test_false
;A data packet of less than 512 bytes signals termination of a transfer.;test_false
;If a packet gets lost in the network, the intended recipient will timeout and may retransmit his last packet (which may be data or an acknowledgment), thus causing the sender of the lost packet to retransmit that lost packet.;test_false
;An error is signalled by sending an error packet.;test_false
;An error packet is not acknowledged, and not retransmitted.;test_false
;Timeouts are used to detect termination when the error packet has been lost.;test_false
;Not being able to satisfy the request (e.g., file not found, access violation, or no such user) causes a termination error;test_false
;Receiving a packet which cannot be explained by a delay or duplication in the network (e.g., an incorrectly formed packet) causes a termination error;test_false
;Losing access to a necessary resource (e.g., disk full or access denied during a transfer) causes a termination error;test_false
;Receving a packet with incorrect source port causes a non termination error;test_false
;When receiving a packet with incorrect source port an error packet is sent to the originating host;test_false
3. Relation to other Protocols;;
;TFTP is implemented on top of UDP.;test_true
;TFTP packets have an optional header (LNI, ARPA header, etc.) to allow them through the local transport medium, an Internet header, a Datagram header, and a TFTP header.;test_true
;The order of the contents of a packet will be: local medium header, if used, Internet header, Datagram header, TFTP header, followed by the remainder of the TFTP packet. (This may or may not be data depending on the type of packet as specified in the TFTP header.);test_true
;The source and destination port fields of the Datagram header are used by TFTP and the length field reflects the size of the TFTP packet.;test_false
;The transfer identifiers (TID's) used by TFTP are passed to the Datagram layer to be used as ports.;test_false
;The transfer identifiers (TID's) used by TFTP must be between 0 and 65,535.;test_false
;The TFTP header consists of a 2 byte opcode field which indicates the packet's type (e.g., DATA, ERROR, etc.).;test_false
4. Initial Connection Protocol;;
;A transfer is established by sending a request.;test_false
;A WRQ request is used to write onto a foreign file system.;test_false
;A RRQ request is used to read from a foreign file system.;test_false
;If the reply is an error packet then the request has been denied.;test_false
;The positive response to a read request is the first data packet for read.;test_false
